patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
US-9775037-B2,US,Intra-premises content and equipment management in a femtocell network ,At&T Mobility Ii Llc,"Kurt Donald Huber, William Gordon Mansfield, Judson John Flynn",2008-05-13,2016-11-08,2017-09-26,2017-09-26,https://patents.google.com/patent/US9775037B2/en,https://patentimages.storage.googleapis.com/eb/a6/6c/3a6d02b39bc8cf/US09775037-20170926-D00000.png
US-11755933-B2,US,Ranked insight machine learning operation ,"Tecnotree Technologies, Inc.","Dilum Ranatunga, Stephen P. Draper, Michael Dobson, Matthew Sanchez",2017-02-14,2020-02-10,2023-09-12,2023-09-12,https://patents.google.com/patent/US11755933B2/en,https://patentimages.storage.googleapis.com/f8/99/20/5b185fe19ebe3e/US11755933-20230912-D00000.png
JP-7443401-B2,JP,"Systems and methods for training machine learning algorithms to process biologically related data, microscopy and trained machine learning algorithms ",ライカ マイクロシステムズ シーエムエス ゲゼルシャフト ミット ベシュレンクテル ハフツング,カッペル コンスタンティン,2019-06-07,2019-07-06,2024-03-05,2024-03-05,https://patents.google.com/patent/JP7443401B2/en,https://patentimages.storage.googleapis.com/7d/af/61/314ec36d4f159a/0007443401000011.png
US-11106976-B2,US,Neural network output layer for machine learning ,"Wave Computing, Inc.",Sylvain Flamant,2017-08-19,2019-02-07,2021-08-31,2021-08-31,https://patents.google.com/patent/US11106976B2/en,https://patentimages.storage.googleapis.com/61/bd/df/6aed2e6425a28c/US11106976-20210831-D00000.png
US-10515136-B2,US,Systems and methods for mapping matrix calculations to a matrix multiply accelerator ,"Mythic, Inc.","David Fick, Michael Henry, Laura Fick, Malav Parikh, Skylar SKRZYNIARZ, Scott Johnson, Pei-Ci Wu, Andrew Morten",2017-12-18,2019-02-05,2019-12-24,2019-12-24,https://patents.google.com/patent/US10515136B2/en,https://patentimages.storage.googleapis.com/4b/98/70/37b84e69f43a87/US10515136-20191224-D00000.png
US-11919523-B2,US,Systems and methods for driver scoring with machine learning ,Calamp Corp.,Amrit Rau,2018-02-28,2021-01-06,2024-03-05,2024-03-05,https://patents.google.com/patent/US11919523B2/en,https://patentimages.storage.googleapis.com/d7/4d/7b/6d6704e4069649/US11919523-20240305-D00000.png
US-11631016-B2,US,Hierarchical topic machine learning operation ,"Tecnotree Technologies, Inc.","Ayan Acharya, Matthew Sanchez",2017-02-14,2021-03-05,2023-04-18,2023-04-18,https://patents.google.com/patent/US11631016B2/en,https://patentimages.storage.googleapis.com/0a/a8/d4/46d45b4e8aa614/US11631016-20230418-D00000.png
US-10616369-B1,US,System and method for distributing communication requests based on collaboration circle membership data using machine learning ,"Fuze, Inc.","Turchese d'Andrea, Alexander DiNunzio, Nancy Ng Huang, Keith Johnson",2018-04-04,2018-04-04,2020-04-07,2020-04-07,https://patents.google.com/patent/US10616369B1/en,https://patentimages.storage.googleapis.com/3c/a8/00/7a3a37e19fec03/US10616369-20200407-D00000.png
US-11809581-B2,US,System and method for automated access request recommendations ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Rajat Kabra, Quoc Co Tran, Jostine Fei Ho",2021-07-30,2021-06-12,2023-11-07,2023-11-07,https://patents.google.com/patent/US11809581B2/en,https://patentimages.storage.googleapis.com/d8/29/7c/a3c0aaee35742b/US11809581-20231107-D00000.png
US-10650423-B2,US,Mobile computing or communications device interacting with an intelligent umbrella and/or intelligent shading charging system ,"Shadecraft, Inc.",Armen Sevada Gharabegian,2016-05-09,2018-07-09,2020-05-12,2020-05-12,https://patents.google.com/patent/US10650423B2/en,https://patentimages.storage.googleapis.com/2a/de/21/a01ac6e975f3f5/US10650423-20200512-D00000.png
US-11983846-B2,US,Machine learning based image adjustment ,Qualcomm Incorporated,"Shusil DANGI, Hau Hwang, Venkata Ravi Kiran Dayana",2020-05-13,2021-10-05,2024-05-14,2024-05-14,https://patents.google.com/patent/US11983846B2/en,https://patentimages.storage.googleapis.com/bf/cb/14/56acfd50367ea2/US11983846-20240514-D00000.png
US-11742969-B2,US,Measuring an interference from a neighboring device ,Lg Electronics Inc.,"Jinyup Hwang, Yoonoh Yang, Sangwook Lee, Suhwan Lim, Manyoung Jung, Jongkeun Park",2018-11-27,2021-09-11,2023-08-29,2023-08-29,https://patents.google.com/patent/US11742969B2/en,https://patentimages.storage.googleapis.com/61/b0/46/a9811c8d19f222/US11742969-20230829-D00000.png
US-10678200-B2,US,User-relocatable self-learning environmental control device capable of adapting previous learnings to current location in controlled environment ,Google Llc,"Yoky Matsuoka, Daniel A. Warren, Anthony M. Fadell, Matthew L. Rogers, Helen Vo",2014-03-28,2017-05-10,2020-06-09,2020-06-09,https://patents.google.com/patent/US10678200B2/en,https://patentimages.storage.googleapis.com/65/a9/0e/3ba7d44900bfdb/US10678200-20200609-D00000.png
US-11074447-B1,US,Land analysis system using drone-captured data ,"Hana Resources, Inc.","Andrew John Fox, Michelle Caruana",2018-07-13,2019-12-07,2021-07-27,2021-07-27,https://patents.google.com/patent/US11074447B1/en,https://patentimages.storage.googleapis.com/c2/e6/b3/aae8decca4b5fd/US11074447-20210727-D00000.png
CN-111698470-B,CN,Security video monitoring system based on cloud edge cooperative computing and implementation method thereof ,中科民盛安防(河南)有限公司,"韩深谋, 张玉杰, 李红朝, 尚瑞华, 丁金坤, 张永亮, 陈鹏",2020-06-03,2020-03-06,2021-09-03,2021-09-03,https://patents.google.com/patent/CN111698470B/en,https://patentimages.storage.googleapis.com/ff/4f/2f/b72fcaa850c0e4/200603150025.png
CN-112769821-B,CN,Threat response method and device based on threat intelligence and ATT & CK ,"中国电子科技集团公司第十五研究所, 西安邮电大学","任传伦, 郭世泽, 冯景瑜, 张威, 刘晓影, 张先国, 俞赛赛, 乌吉斯古愣, 王玥, 闫慧, 孟祥頔, 夏建民, 金波, 刘文瀚",2021-01-07,2021-07-01,2022-07-22,2022-07-22,https://patents.google.com/patent/CN112769821B/en,https://patentimages.storage.googleapis.com/22/2f/4c/73fbf49b9aa8fd/HDA0002886582740000011.png
US-11580335-B2,US,Transaction management of machine learning algorithm updates ,General Electric Company,"Long Yu, Brian J. Young",2019-04-02,2019-02-04,2023-02-14,2023-02-14,https://patents.google.com/patent/US11580335B2/en,https://patentimages.storage.googleapis.com/78/c8/11/c5f40e1ee0486a/US11580335-20230214-D00000.png
US-11526809-B2,US,Primary key-foreign key relationship determination through machine learning ,Hitachi Vantara Llc,"Yongming XU, Ram Dayal Goyal",2016-07-15,2020-12-06,2022-12-13,2022-12-13,https://patents.google.com/patent/US11526809B2/en,https://patentimages.storage.googleapis.com/e6/03/54/88feee3b5c53c1/US11526809-20221213-D00000.png
US-10963786-B1,US,Establishing a trained machine learning classifier in a blockchain network ,Ledgerdomain Inc.,"Benjamin James Taylor, Victor Bovee Dods, Leonid Alekseyev",2019-05-07,2020-10-01,2021-03-30,2021-03-30,https://patents.google.com/patent/US10963786B1/en,https://patentimages.storage.googleapis.com/81/77/4e/17c58a2dd22f6c/US10963786-20210330-D00000.png
US-10546209-B2,US,Machine learning method and apparatus ,Electronics And Telecommunications Research Institute,"Seung Jae Lee, Hyung Kwan SON, Keun Dong LEE, Jong Gook Ko, Weon Geun Oh, Da Un JUNG",2017-01-03,2017-08-12,2020-01-28,2020-01-28,https://patents.google.com/patent/US10546209B2/en,https://patentimages.storage.googleapis.com/2c/2b/0a/eedd5105ac1c38/US10546209-20200128-D00000.png
CN-110379463-B,CN,Marine algae cause analysis and concentration prediction method and system based on machine learning ,山东大学,"高瑞, 于沛轩, 刘治平, 张道良",2019-06-05,2019-05-06,2021-10-26,2021-10-26,https://patents.google.com/patent/CN110379463B/en,https://patentimages.storage.googleapis.com/8e/d1/86/8f423c7d9a3e2c/HDA0002085924290000011.png
US-11282030-B2,US,Systems and methods for machine-learning assisted inventory placement ,Coupang Corp.,Xin Shi,2019-04-10,2019-07-11,2022-03-22,2022-03-22,https://patents.google.com/patent/US11282030B2/en,https://patentimages.storage.googleapis.com/29/06/1e/4d4dacd0dfc297/US11282030-20220322-D00000.png
US-11516976-B2,US,Irrigation system control with predictive water balance capabilities ,The Texas A&M University System,"Lijia Sun, Jiang Hu, Dana O. PORTER, Thomas H. MAREK, Charles C. HILLYER, Yanxiang Yang",2017-12-11,2018-11-12,2022-12-06,2022-12-06,https://patents.google.com/patent/US11516976B2/en,https://patentimages.storage.googleapis.com/d2/c7/08/a6fb874aa0f3b4/US11516976-20221206-D00000.png
US-12015776-B2,US,"Image compression and decoding, video compression and decoding: methods and systems ",Deep Render Ltd.,"Chri BESENBRUCH, Ciro CURSIO, Christopher FINLAY, Vira KOSHKINA, Alexander LYTCHIER, Jan Xu, Arsalan ZAFAR",2020-04-29,2023-04-08,2024-06-18,2024-06-18,https://patents.google.com/patent/US12015776B2/en,https://patentimages.storage.googleapis.com/ea/be/87/9e3caa2cfaf420/US12015776-20240618-D00000.png
CN-110471427-B,CN,Intelligent ship formation collision avoidance method based on path planning and artificial potential field method ,大连海事大学,"李铁山, 杨顺, 单麒赫, 陈俊龙, 肖杨, 左毅, 武越",2019-09-06,2019-06-09,2022-05-10,2022-05-10,https://patents.google.com/patent/CN110471427B/en,https://patentimages.storage.googleapis.com/6d/b9/d0/876554f551e0b3/HDA0002194610160000011.png
KR-102423561-B1,KR,Intelligent dam management system based on digital twin ,이용,이용,2020-03-12,2020-12-03,2022-07-21,2022-07-21,https://patents.google.com/patent/KR102423561B1/en,https://patentimages.storage.googleapis.com/a6/4a/39/0639d0e062298f/112020026291275-pat00001.png
CN-112861442-B,CN,Multi-machine collaborative air combat planning method and system based on deep reinforcement learning ,中国人民解放军国防科技大学,"冯旸赫, 程光权, 施伟, 黄魁华, 黄金才, 刘忠",2021-03-10,2021-10-03,2021-12-03,2021-12-03,https://patents.google.com/patent/CN112861442B/en,https://patentimages.storage.googleapis.com/17/16/c2/d0645687faa82c/HDA0002970259600000011.png
US-11823109-B2,US,System and method for evaluating images to support multiple risk applications ,Hartford Fire Insurance Company,"Vladislav Michael Beznos, Brenda K. Boles, Saira A. Kazmi, Tracey Ellen Steger, Steven J Cultrera",2017-12-06,2022-05-01,2023-11-21,2023-11-21,https://patents.google.com/patent/US11823109B2/en,https://patentimages.storage.googleapis.com/74/1b/85/f9d73fdf7873b4/US11823109-20231121-D00000.png
US-11869171-B2,US,Adaptive deformable kernel prediction network for image de-noising ,Intel Corporation,"Anbang Yao, Ming Lu, Yikai Wang, Xiaoming Chen, Junjie Huang, Tao Lv, Yuanke Luo, Yi Yang, Feng Chen, Zhiming Wang, Zhiqiao Zheng, Shandong WANG",2019-11-07,2020-05-11,2024-01-09,2024-01-09,https://patents.google.com/patent/US11869171B2/en,https://patentimages.storage.googleapis.com/2d/5f/29/3899024bbf9ce5/US11869171-20240109-D00000.png
CN-110928529-B,CN,Method and system for assisting operator development ,第四范式（北京）技术有限公司,"王昱森, 罗伟锋, 张宇, 黄缨宁, 谷宇晨, 王勃, 郭朕",2019-11-06,2019-06-11,2021-10-26,2021-10-26,https://patents.google.com/patent/CN110928529B/en,https://patentimages.storage.googleapis.com/5e/56/5d/d5780cb186802a/HDA0002262888060000011.png
US-11954019-B2,US,Machine learning techniques for automated software testing configuration management ,"Optum, Inc.","Pawan Sharma, Atul B. SUBHASH, Kumar SHAILENDRA",2022-02-04,2022-04-02,2024-04-09,2024-04-09,https://patents.google.com/patent/US11954019B2/en,https://patentimages.storage.googleapis.com/46/af/60/055d28d9bcac38/US11954019-20240409-D00000.png
US-11520913-B2,US,Secure execution support for A.I. systems (and other heterogeneous systems) ,International Business Machines Corporation,Richard H. Boivie,2018-05-11,2018-11-05,2022-12-06,2022-12-06,https://patents.google.com/patent/US11520913B2/en,https://patentimages.storage.googleapis.com/dd/7a/7e/c168deba991ef7/US11520913-20221206-D00000.png
US-10922118-B2,US,Distributed container image repository service ,International Business Machines Corporation,"Lan Luo, Jian Zhang, Jian Dong Yin, Wen Rui Zhao, Li Long Chen",2018-05-11,2018-11-05,2021-02-16,2021-02-16,https://patents.google.com/patent/US10922118B2/en,https://patentimages.storage.googleapis.com/33/c7/5a/d07048c517dfba/US10922118-20210216-D00000.png
US-11693388-B2,US,Methods and apparatus for machine learning predictions of manufacturing processes ,"Xometry, Inc.","Valerie R. COFFMAN, Mark Wicks, Daniel Wheeler",2017-09-29,2021-10-08,2023-07-04,2023-07-04,https://patents.google.com/patent/US11693388B2/en,https://patentimages.storage.googleapis.com/dd/2f/3c/f018e072604404/US11693388-20230704-D00000.png
US-12101129-B2,US,Communication systems having optical power supplies ,"Nubis Communications, Inc.",Peter Johannes Winzer,2021-02-03,2022-03-02,2024-09-24,2024-09-24,https://patents.google.com/patent/US12101129B2/en,https://patentimages.storage.googleapis.com/e0/30/ee/739635fb4a9a7b/US12101129-20240924-D00000.png
US-11782997-B2,US,Information platform systems and methods ,Verity Platforms Inc.,"Jeffrey Carroll Marsh, Eugene Emelyanov, Salar Satti, Mark Stephan",2020-02-13,2021-12-02,2023-10-10,2023-10-10,https://patents.google.com/patent/US11782997B2/en,https://patentimages.storage.googleapis.com/38/3c/43/2ce1dc36d7e6e3/US11782997-20231010-D00000.png
US-11398238-B2,US,Speech recognition method in edge computing device ,Lg Electronics Inc.,"Sungjin Kim, Dongho Kim, Jingyeong Kim, Taehyun Kim",2019-06-07,2019-07-06,2022-07-26,2022-07-26,https://patents.google.com/patent/US11398238B2/en,https://patentimages.storage.googleapis.com/d6/98/0a/409e52b77642cf/US11398238-20220726-D00000.png
US-11494163-B2,US,Conversion hardware mechanism ,Intel Corporation,"Naveen Mellempudi, Dipankar Das, Chunhui MEI, Kristopher Wong, Dhiraj D. Kalamkar, Hong H. Jiang, Subramaniam Maiyuran, Varghese George",2019-09-06,2019-06-09,2022-11-08,2022-11-08,https://patents.google.com/patent/US11494163B2/en,https://patentimages.storage.googleapis.com/df/a6/ec/76bb20b5f2523c/US11494163-20221108-D00000.png
US-11527035-B2,US,Real time ray tracing (RTRT)-based adaptive multi-frequency shading (AMFS) ,Intel Corporation,"Carson Brownlee, Gabor Liktor, Joshua Barczak, Kai Xiao, Michael Apodaca, Thomas Raoux",2018-12-28,2021-05-05,2022-12-13,2022-12-13,https://patents.google.com/patent/US11527035B2/en,https://patentimages.storage.googleapis.com/08/eb/27/ab70cdb1556bd9/US11527035-20221213-D00000.png
CN-108965954-B,CN,Terminal using intelligent analysis for reducing playback time of video ,Lg 电子株式会社,"池柱珉, 白松伊, 咸智惠",2017-05-17,2018-09-02,2022-08-02,2022-08-02,https://patents.google.com/patent/CN108965954B/en,https://patentimages.storage.googleapis.com/cc/06/7a/ffa3d627795d1d/HDA0001575569840000011.png
US-10451712-B1,US,Radar data collection and labeling for machine learning ,"Plato Systems, Inc.","Upamanyu Madhow, Mohammad Amin Arbabian, Babak Mamandipoor, Hao Nan",2019-03-11,2019-11-03,2019-10-22,2019-10-22,https://patents.google.com/patent/US10451712B1/en,https://patentimages.storage.googleapis.com/30/68/bf/b8b62a766165ab/US10451712-20191022-D00000.png
TW-I824025-B,TW,Logic drive based on multichip package using interconnection bridge ,成真股份有限公司,"林茂雄, 李進源",2018-10-04,2019-03-10,2023-12-01,2023-12-01,https://patents.google.com/patent/TWI824025B/en,https://patentimages.storage.googleapis.com/6a/3e/53/e06d906de7e2ee/108135804-A0304-14-0002-3.png
US-10742313-B1,US,"System to optimize allocation and usage of resources, goods, and services among nodes in a cluster of nodes and a method for the optimal and transparent exchange of resources, goods, and services among nodes in a cluster of nodes ","Diego Favarolo, Adolfo Nemirovsky","Diego Favarolo, Adolfo Nemirovsky",2017-08-01,2018-01-08,2020-08-11,2020-08-11,https://patents.google.com/patent/US10742313B1/en,https://patentimages.storage.googleapis.com/32/89/db/2c54c394eb8198/US10742313-20200811-D00000.png
EP-3791599-B1,EP,Methods and systems for generating and providing program guides and content ,Pluto Inc.,Chan V. Hou,2018-05-09,2019-07-05,2024-03-20,2024-03-20,https://patents.google.com/patent/EP3791599B1/en,https://patentimages.storage.googleapis.com/05/bb/51/ae3ed8aad943c8/imgf0001.png
US-11835962-B2,US,Analysis of scenarios for controlling vehicle operations ,"SafeAI, Inc.",Bibhrajit HALDER,2018-04-09,2021-08-10,2023-12-05,2023-12-05,https://patents.google.com/patent/US11835962B2/en,https://patentimages.storage.googleapis.com/d0/2c/04/c4da6dc7293a3e/US11835962-20231205-D00000.png
US-11497430-B2,US,Analysis of cardiac data ,Transformative AI Ltd,"Marek SIRENDI, Joshua Steven OPPENHEIMER, Marek REI",2017-03-07,2018-07-03,2022-11-15,2022-11-15,https://patents.google.com/patent/US11497430B2/en,https://patentimages.storage.googleapis.com/68/ba/9a/8e6995de0f973a/US11497430-20221115-D00000.png
